Company [code+name],Year,Booking date (order),Customer code,Customer name,Segment code (customer),Segment name (customer),Global CoFX Amount (net),Sales order number,Order origin
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-08-23 00:00:00,0302,BUBBLETUBS LTD,15,POOL SPECIALIST-Instal/Builder,"97,22",0565708,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-10-19 00:00:00,0302,BUBBLETUBS LTD,15,POOL SPECIALIST-Instal/Builder,"64,16",0573193,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2021-09-28 00:00:00,0306,BUCKLAND POOL & BUILDING COMPANY LTD,15,POOL SPECIALIST-Instal/Builder,"30,58",0514531,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-01-11 00:00:00,0306,BUCKLAND POOL & BUILDING COMPANY LTD,15,POOL SPECIALIST-Instal/Builder,"721,95",0526731,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-01-19 00:00:00,0306,BUCKLAND POOL & BUILDING COMPANY LTD,15,POOL SPECIALIST-Instal/Builder,"480,90",0527926,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-02-07 00:00:00,0306,BUCKLAND POOL & BUILDING COMPANY LTD,15,POOL SPECIALIST-Instal/Builder,"532,34",0530543,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-02-07 00:00:00,0306,BUCKLAND POOL & BUILDING COMPANY LTD,15,POOL SPECIALIST-Instal/Builder,"1483,38",0530546,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-02-15 00:00:00,0306,BUCKLAND POOL & BUILDING COMPANY LTD,15,POOL SPECIALIST-Instal/Builder,"692,51",0531778,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-03-07 00:00:00,0306,BUCKLAND POOL & BUILDING COMPANY LTD,15,POOL SPECIALIST-Instal/Builder,"760,81",0535071,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-04-04 00:00:00,0306,BUCKLAND POOL & BUILDING COMPANY LTD,15,POOL SPECIALIST-Instal/Builder,"597,96",0539809,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-04-12 00:00:00,0306,BUCKLAND POOL & BUILDING COMPANY LTD,15,POOL SPECIALIST-Instal/Builder,"1610,76",0541437,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-04-27 00:00:00,0306,BUCKLAND POOL & BUILDING COMPANY LTD,15,POOL SPECIALIST-Instal/Builder,"154,79",0544105,25
